#Name	Length	Bases	Coverage	Reads	RPKM	Frags	FPKM
MN035988.1 Picornavirales sp. isolate H1_Rhizo_27_scaffold_16179 sequence	1252	0	0.0000	0	0.0000	0	0.0000
MN035987.1 Riboviria sp. isolate H4_Bulk_48_scaffold_2239 hypothetical protein (H4Bulk482239_000001) and RNA-dependent RNA polymerase (H4Bulk482239_000002) genes, partial cds	2311	0	0.0000	0	0.0000	0	0.0000
MN035986.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_1712 RNA-dependent RNA polymerase (H2RhizoLitter491712_000001) gene, partial cds; hypothetical protein (H2RhizoLitter491712_000002) gene, complete cds; and hypothetical protein (H2RhizoLitter491712_000003) gene, partial cds	3801	0	0.0000	0	0.0000	0	0.0000
MN035985.1 Mitovirus sp. isolate H1_Bulk_29_scaffold_499 sequence	3650	0	0.0000	0	0.0000	0	0.0000
MN035984.1 Leviviridae sp. isolate H4_Bulk_48_scaffold_322_e_1076 sequence	1076	0	0.0000	0	0.0000	0	0.0000
MN035983.1 Mitovirus sp. isolate H2_Bulk_Litter_10_scaffold_8508 RNA-dependent RNA polymerase (H2BulkLitter108508_000001) and hypothetical protein (H2BulkLitter108508_000002) genes, complete cds	2468	0	0.0000	0	0.0000	0	0.0000
MN035982.1 Mitovirus sp. isolate H3_Rhizo_Litter_14_scaffold_2646 sequence	2431	0	0.0000	0	0.0000	0	0.0000
MN035981.1 Leviviridae sp. isolate H3_Bulk_40_scaffold_551 RNA-dependent RNA polymerase (H3Bulk40551_000001), hypothetical protein (H3Bulk40551_000002), and hypothetical protein (H3Bulk40551_000003) genes, complete cds	3809	0	0.0000	0	0.0000	0	0.0000
MN035980.1 Mitovirus sp. isolate H3_Bulk_Litter_16_379 RNA-dependent RNA polymerase (H3BulkLitter16379_000001), hypothetical protein (H3BulkLitter16379_000002), and hypothetical protein (H3BulkLitter16379_000003) genes, complete cds	3839	0	0.0000	0	0.0000	0	0.0000
MN035979.1 Leviviridae sp. isolate H1_Bulk_Litter_5_scaffold_13107 sequence	1467	0	0.0000	0	0.0000	0	0.0000
MN035978.1 Mitovirus sp. isolate H3_Rhizo_Litter_14_scaffold_3439 hypothetical protein (H3RhizoLitter143439_000001), hypothetical protein (H3RhizoLitter143439_000002), RNA-dependent RNA polymerase (H3RhizoLitter143439_000003), and RNA-dependent RNA polymerase (H3RhizoLitter143439_000004) genes, complete cds	3699	0	0.0000	0	0.0000	0	0.0000
MN035977.1 Mitovirus sp. isolate H2_Rhizo_31_scaffold_887 hypothetical protein (H2Rhizo31887_000001) and RNA-dependent RNA polymerase (H2Rhizo31887_000002) genes, complete cds	3416	0	0.0000	0	0.0000	0	0.0000
MN035976.1 Mitovirus sp. isolate H2_Rhizo_Litter_9_242 RNA-dependent RNA polymerase (H2RhizoLitter9242_000001) gene, complete cds; and hypothetical protein (H2RhizoLitter9242_000002) gene, partial cds	2462	0	0.0000	0	0.0000	0	0.0000
MN035974.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_2208 hypothetical protein (H1BulkLitter52208_000001) gene, complete cds; and RNA-dependent RNA polymerase (H1BulkLitter52208_000002) gene, partial cds	2805	0	0.0000	0	0.0000	0	0.0000
MN035973.1 Mitovirus sp. isolate H2_Rhizo_31_scaffold_11396 sequence	1429	0	0.0000	0	0.0000	0	0.0000
MN035972.1 Leviviridae sp. isolate H2_Rhizo_33_scaffold_936 hypothetical protein (H2Rhizo33936_000001) and hypothetical protein (H2Rhizo33936_000002) genes, complete cds; and RNA-dependent RNA polymerase (H2Rhizo33936_000003) gene, partial cds	3478	0	0.0000	0	0.0000	0	0.0000
MN035971.1 Picornavirales sp. isolate H4_Bulk_Litter_22_scaffold_18 sequence	8630	0	0.0000	0	0.0000	0	0.0000
MN035970.1 Riboviria sp. isolate H2_Rhizo_33_scaffold_120028 RNA-dependent RNA polymerase (H2Rhizo33120028_000001) and hypothetical protein (H2Rhizo33120028_000002) genes, partial cds	1179	0	0.0000	0	0.0000	0	0.0000
MN035969.1 Mitovirus sp. isolate H3_Bulk_42_scaffold_208 RNA-dependent RNA polymerase (H3Bulk42208_000001), hypothetical protein (H3Bulk42208_000002), and hypothetical protein (H3Bulk42208_000003) genes, complete cds	4349	0	0.0000	0	0.0000	0	0.0000
MN035968.1 Mitovirus sp. isolate H4_Rhizo_44_scaffold_5905 RNA-dependent RNA polymerase (H4Rhizo445905_000001) and hypothetical protein (H4Rhizo445905_000002) genes, partial cds	1673	0	0.0000	0	0.0000	0	0.0000
MN035967.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_12396 sequence	1504	0	0.0000	0	0.0000	0	0.0000
MN035966.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_24700 sequence	1017	0	0.0000	0	0.0000	0	0.0000
MN035965.1 Mitovirus sp. isolate H3_Bulk_Litter_17_scaffold_1271 sequence	3737	0	0.0000	0	0.0000	0	0.0000
MN035964.1 Mitovirus sp. isolate H1_Bulk_30_scaffold_2313 hypothetical protein (H1Bulk302313_000001) and RNA-dependent RNA polymerase (H1Bulk302313_000002) genes, partial cds	2063	0	0.0000	0	0.0000	0	0.0000
MN035963.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_6581 sequence	1699	0	0.0000	0	0.0000	0	0.0000
MN035962.1 Arenavirus sp. isolate H3_Bulk_Litter_16_17936 sequence	1080	0	0.0000	0	0.0000	0	0.0000
MN035961.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_13091 sequence	1287	0	0.0000	0	0.0000	0	0.0000
MN035960.1 Picornavirales sp. isolate H3_Bulk_Litter_16_1558 hypothetical protein (H3BulkLitter161558_000001) and hypothetical protein (H3BulkLitter161558_000002) genes, complete cds; and RNA-dependent RNA polymerase (H3BulkLitter161558_000003) gene, partial cds	2425	0	0.0000	0	0.0000	0	0.0000
MN035959.1 Leviviridae sp. isolate H1_Bulk_Litter_6_scaffold_437 hypothetical protein (H1BulkLitter6437_000001) gene, partial cds; and hypothetical protein (H1BulkLitter6437_000002) and RNA-dependent RNA polymerase (H1BulkLitter6437_000003) genes, complete cds	3788	0	0.0000	0	0.0000	0	0.0000
MN035958.1 Mitovirus sp. isolate H4_Bulk_46_scaffold_4557 sequence	2117	0	0.0000	0	0.0000	0	0.0000
MN035957.1 Leviviridae sp. isolate H1_Rhizo_26_FD_scaffold_11263 RNA-dependent RNA polymerase (H1Rhizo26FD11263_000001) and hypothetical protein (H1Rhizo26FD11263_000002) genes, partial cds	1431	0	0.0000	0	0.0000	0	0.0000
MN035956.1 Leviviridae sp. isolate H2_Bulk_34_399 hypothetical protein (H2Bulk34399_000001) and hypothetical protein (H2Bulk34399_000002) genes, complete cds; and RNA-dependent RNA polymerase (H2Bulk34399_000003) gene, partial cds	3576	0	0.0000	0	0.0000	0	0.0000
MN035954.1 Leviviridae sp. isolate H1_Bulk_28_FD_scaffold_662 hypothetical protein (H1Bulk28FD662_000001) and RNA-dependent RNA polymerase (H1Bulk28FD662_000002) genes, partial cds	2074	0	0.0000	0	0.0000	0	0.0000
MN035953.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_67211 RNA-dependent RNA polymerase (H2RhizoL4967211_000001) and hypothetical protein (H2RhizoL4967211_000002) genes, partial cds	1096	0	0.0000	0	0.0000	0	0.0000
MN035952.1 Leviviridae sp. isolate H4_Bulk_Litter_24_scaffold_221 RNA-dependent RNA polymerase (H4BulkLitter24221_000001), hypothetical protein (H4BulkLitter24221_000002), hypothetical protein (H4BulkLitter24221_000003), hypothetical protein (H4BulkLitter24221_000004), and hypothetical protein (H4BulkLitter24221_000005) genes, complete cds	4394	0	0.0000	0	0.0000	0	0.0000
MN035951.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_10581 sequence	1380	0	0.0000	0	0.0000	0	0.0000
MN035950.1 Leviviridae sp. isolate H3_Bulk_41_scaffold_587 RNA-dependent RNA polymerase (H3Bulk41587_000001), hypothetical protein (H3Bulk41587_000002), and hypothetical protein (H3Bulk41587_000003) genes, complete cds	3720	0	0.0000	0	0.0000	0	0.0000
MN035949.1 Leviviridae sp. isolate H1_Bulk_Litter_5_scaffold_647 hypothetical protein (H1BulkLitter5647_000001) gene, partial cds; and hypothetical protein (H1BulkLitter5647_000002), hypothetical protein (H1BulkLitter5647_000003), and RNA-dependent RNA polymerase (H1BulkLitter5647_000004) genes, complete cds	4141	0	0.0000	0	0.0000	0	0.0000
MN035948.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_270_e_2563_1 sequence	1459	0	0.0000	0	0.0000	0	0.0000
MN035947.1 Riboviria sp. isolate H4_Bulk_46_scaffold_12873 sequence	1536	0	0.0000	0	0.0000	0	0.0000
MN035946.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_582 hypothetical protein (H1Rhizo25582_000001), hypothetical protein (H1Rhizo25582_000002), and RNA-dependent RNA polymerase (H1Rhizo25582_000003) genes, complete cds	4154	0	0.0000	0	0.0000	0	0.0000
MN035945.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_761 hypothetical protein (H4Bulk46761_000001), hypothetical protein (H4Bulk46761_000002), hypothetical protein (H4Bulk46761_000003), and RNA-dependent RNA polymerase (H4Bulk46761_000004) genes, complete cds	3717	0	0.0000	0	0.0000	0	0.0000
MN035944.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_242 RNA-dependent RNA polymerase (H1Bulk29242_000001), hypothetical protein (H1Bulk29242_000002), and hypothetical protein (H1Bulk29242_000003) genes, complete cds	4056	0	0.0000	0	0.0000	0	0.0000
MN035943.1 Mitovirus sp. isolate H3_Rhizo_37_scaffold_1679 sequence	1806	0	0.0000	0	0.0000	0	0.0000
MN035942.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_470_e_2415 RNA-dependent RNA polymerase (H2Rhizo31470e2415_000001) and hypothetical protein (H2Rhizo31470e2415_000002) genes, complete cds	2415	0	0.0000	0	0.0000	0	0.0000
MN035941.1 Mitovirus sp. isolate H3_Rhizo_Litter_15_scaffold_5536 sequence	1468	0	0.0000	0	0.0000	0	0.0000
MN035940.1 Picornavirales sp. isolate H1_Bulk_28_FD_scaffold_346 sequence	3137	0	0.0000	0	0.0000	0	0.0000
MN035939.1 Leviviridae sp. isolate H4_Rhizo_43_scaffold_436 hypothetical protein (H4Rhizo43436_000001), RNA-dependent RNA polymerase (H4Rhizo43436_000002), hypothetical protein (H4Rhizo43436_000003), and hypothetical protein (H4Rhizo43436_000004) genes, complete cds	3953	0	0.0000	0	0.0000	0	0.0000
MN035938.1 Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_3000 hypothetical protein (H1Rhizo26FD3000_000001) gene, complete cds; and RNA-dependent RNA polymerase (H1Rhizo26FD3000_000002) gene, partial cds	2267	0	0.0000	0	0.0000	0	0.0000
MN035937.1 Leviviridae sp. isolate H2_Bulk_Litter_12_scaffold_1637 hypothetical protein (H2BulkLitter121637_000001) and hypothetical protein (H2BulkLitter121637_000002) genes, complete cds; and RNA-dependent RNA polymerase (H2BulkLitter121637_000003) gene, partial cds	2872	0	0.0000	0	0.0000	0	0.0000
MN035936.1 Mitovirus sp. isolate H1_Bulk_Litter_6_scaffold_2843 sequence	2118	0	0.0000	0	0.0000	0	0.0000
MN035935.1 Mitovirus sp. isolate H2_Bulk_Litter_11_22374 sequence	1072	0	0.0000	0	0.0000	0	0.0000
MN035934.1 Riboviria sp. isolate H4_Bulk_47_scaffold_3281 sequence	2112	0	0.0000	0	0.0000	0	0.0000
MN035933.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_45771 sequence	1671	0	0.0000	0	0.0000	0	0.0000
MN035932.1 Leviviridae sp. isolate H1_Bulk_Litter_4_scaffold_240 RNA-dependent RNA polymerase (H1BulkLitter4240_000001) gene, partial cds; hypothetical protein (H1BulkLitter4240_000002) gene, complete cds; and hypothetical protein (H1BulkLitter4240_000003) gene, partial cds	4060	0	0.0000	0	0.0000	0	0.0000
MN035931.1 Mitovirus sp. isolate H3_Rhizo_Litter_14_scaffold_1981 sequence	2675	0	0.0000	0	0.0000	0	0.0000
MN035930.1 Mitovirus sp. isolate H1_Bulk_Litter_4_scaffold_2334 sequence	2125	0	0.0000	0	0.0000	0	0.0000
MN035929.1 Picornavirales sp. isolate H3_Rhizo_Litter_15_scaffold_7387 sequence	1327	0	0.0000	0	0.0000	0	0.0000
MN035928.1 Arenavirus sp. isolate H2_Rhizo_31_scaffold_4078 hypothetical protein (H2Rhizo314078_000001) and RNA-dependent RNA polymerase (H2Rhizo314078_000002) genes, partial cds	2044	0	0.0000	0	0.0000	0	0.0000
MN035927.1 Mitovirus sp. isolate H4_Rhizo_Litter_21_scaffold_10374 sequence	1511	0	0.0000	0	0.0000	0	0.0000
MN035926.1 Partitiviridae sp. isolate H2_Bulk_36_scaffold_53243 sequence	1195	0	0.0000	0	0.0000	0	0.0000
MN035925.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_566 RNA-dependent RNA polymerase (H1Rhizo25566_000001) and hypothetical protein (H1Rhizo25566_000002) genes, complete cds; and hypothetical protein (H1Rhizo25566_000003) gene, partial cds	4208	0	0.0000	0	0.0000	0	0.0000
MN035924.1 Mitovirus sp. isolate H2_Rhizo_Litter_49_scaffold_2015 RNA-dependent RNA polymerase (H2RhizoLitter492015_000001) and hypothetical protein (H2RhizoLitter492015_000002) genes, complete cds	3604	0	0.0000	0	0.0000	0	0.0000
MN035923.1 Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_2269 RNA-dependent RNA polymerase (H4BulkLitter232269_000001) gene, complete cds; and hypothetical protein (H4BulkLitter232269_000002) gene, partial cds	2246	0	0.0000	0	0.0000	0	0.0000
MN035922.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_182 RNA-dependent RNA polymerase (H1Bulk30182_000001), hypothetical protein (H1Bulk30182_000002), and hypothetical protein (H1Bulk30182_000003) genes, complete cds	4061	0	0.0000	0	0.0000	0	0.0000
MN035921.1 Leviviridae sp. isolate H3_Bulk_41_scaffold_510 hypothetical protein (H3Bulk41510_000001), hypothetical protein (H3Bulk41510_000002), and RNA-dependent RNA polymerase (H3Bulk41510_000003) genes, complete cds; and hypothetical protein (H3Bulk41510_000004) gene, partial cds	3858	0	0.0000	0	0.0000	0	0.0000
MN035920.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_372_e_2404 RNA-dependent RNA polymerase (H2Bulk35372e2404_000001) gene, complete cds; and hypothetical protein (H2Bulk35372e2404_000002) gene, partial cds	2404	0	0.0000	0	0.0000	0	0.0000
MN035919.1 Mitovirus sp. isolate H2_Rhizo_31_scaffold_958 RNA-dependent RNA polymerase (H2Rhizo31958_000001) gene, complete cds; and hypothetical protein (H2Rhizo31958_000002) gene, partial cds	3339	0	0.0000	0	0.0000	0	0.0000
MN035917.1 Mitovirus sp. isolate H1_Bulk_Litter_4_scaffold_16951 sequence	1075	0	0.0000	0	0.0000	0	0.0000
MN035916.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_1883 sequence	2963	0	0.0000	0	0.0000	0	0.0000
MN035915.1 Picornavirales sp. isolate H1_Rhizo_27_scaffold_1393 sequence	2933	0	0.0000	0	0.0000	0	0.0000
MN035914.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_607 RNA-dependent RNA polymerase (H1Rhizo25607_000001), hypothetical protein (H1Rhizo25607_000002), hypothetical protein (H1Rhizo25607_000003), and hypothetical protein (H1Rhizo25607_000004) genes, complete cds	4090	0	0.0000	0	0.0000	0	0.0000
MN035912.1 Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_2801 sequence	1873	0	0.0000	0	0.0000	0	0.0000
MN035911.1 Leviviridae sp. isolate H4_Rhizo_45_scaffold_396 RNA-dependent RNA polymerase (H4Rhizo45396_000001), hypothetical protein (H4Rhizo45396_000002), and hypothetical protein (H4Rhizo45396_000003) genes, complete cds	3370	0	0.0000	0	0.0000	0	0.0000
MN035910.1 Leviviridae sp. isolate H2_Rhizo_32_scaffold_3891 sequence	2029	0	0.0000	0	0.0000	0	0.0000
MN035909.1 Picornavirales sp. isolate H4_Rhizo_Litter_21_scaffold_108 hypothetical protein (H4RhizoLitter21108_000001), hypothetical protein (H4RhizoLitter21108_000002), and RNA-dependent RNA polymerase (H4RhizoLitter21108_000003) genes, complete cds	10416	0	0.0000	0	0.0000	0	0.0000
MN035908.1 Aspiviridae sp. isolate H4_Bulk_46_scaffold_120 hypothetical protein (H4Bulk46120_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4Bulk46120_000002) gene, partial cds	5172	0	0.0000	0	0.0000	0	0.0000
MN035907.1 Mitovirus sp. isolate H1_Bulk_29_scaffold_6632 sequence	2601	0	0.0000	0	0.0000	0	0.0000
MN035906.1 Mitovirus sp. isolate H1_Rhizo_26_FD_scaffold_1521 RNA-dependent RNA polymerase (H1Rhizo26FD1521_000001) gene, partial cds; and hypothetical protein (H1Rhizo26FD1521_000002) gene, complete cds	2878	0	0.0000	0	0.0000	0	0.0000
MN035905.1 Leviviridae sp. isolate H1_Bulk_Litter_5_scaffold_2353 hypothetical protein (H1BulkLitter52353_000001) gene, partial cds; and hypothetical protein (H1BulkLitter52353_000002) and RNA-dependent RNA polymerase (H1BulkLitter52353_000003) genes, complete cds	2713	0	0.0000	0	0.0000	0	0.0000
MN035904.1 Arenavirus sp. isolate H4_Bulk_46_scaffold_136 sequence	5058	0	0.0000	0	0.0000	0	0.0000
MN035903.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_329 sequence	4461	0	0.0000	0	0.0000	0	0.0000
MN035902.1 Mitovirus sp. isolate H1_Bulk_30_scaffold_5560 sequence	1591	0	0.0000	0	0.0000	0	0.0000
MN035901.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_391 hypothetical protein (H1Bulk29391_000001) gene, partial cds; and hypothetical protein (H1Bulk29391_000002) and RNA-dependent RNA polymerase (H1Bulk29391_000003) genes, complete cds	3869	0	0.0000	0	0.0000	0	0.0000
MN035900.1 Mitovirus sp. isolate H2_Bulk_Litter_11_7615 sequence	1564	0	0.0000	0	0.0000	0	0.0000
MN035899.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_713 RNA-dependent RNA polymerase (H4RhizoLitter19713_000001) gene, partial cds; and hypothetical protein (H4RhizoLitter19713_000002) gene, complete cds	3639	0	0.0000	0	0.0000	0	0.0000
MN035898.1 Riboviria sp. isolate H4_Bulk_46_scaffold_12660 sequence	1544	0	0.0000	0	0.0000	0	0.0000
MN035897.1 Riboviria sp. isolate H3_Bulk_41_scaffold_4376 hypothetical protein (H3Bulk414376_000001) and RNA-dependent RNA polymerase (H3Bulk414376_000002) genes, partial cds	2008	0	0.0000	0	0.0000	0	0.0000
MN035896.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_22773 sequence	1068	0	0.0000	0	0.0000	0	0.0000
MN035895.1 Totiviridae sp. isolate H4_Rhizo_45_scaffold_1 RNA-dependent RNA polymerase (H4Rhizo451_000001) gene, partial cds; and hypothetical protein (H4Rhizo451_000002) gene, complete cds	12431	0	0.0000	0	0.0000	0	0.0000
MN035894.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_294 sequence	3908	0	0.0000	0	0.0000	0	0.0000
MN035893.1 Astroviridae sp. isolate H3_Bulk_Litter_17_scaffold_17037 sequence	1422	0	0.0000	0	0.0000	0	0.0000
MN035892.1 Mitovirus sp. isolate H3_Bulk_Litter_16_506 sequence	3510	0	0.0000	0	0.0000	0	0.0000
MN035891.1 Arenavirus sp. isolate H4_Rhizo_43_scaffold_121 sequence	5400	0	0.0000	0	0.0000	0	0.0000
MN035890.1 Leviviridae sp. isolate H4_Rhizo_45_scaffold_315 RNA-dependent RNA polymerase (H4Rhizo45315_000001), hypothetical protein (H4Rhizo45315_000002), and hypothetical protein (H4Rhizo45315_000003) genes, complete cds	4013	0	0.0000	0	0.0000	0	0.0000
MN035889.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_26630 sequence	1349	0	0.0000	0	0.0000	0	0.0000
MN035888.1 Mitovirus sp. isolate H4_Rhizo_43_scaffold_10573 sequence	1503	0	0.0000	0	0.0000	0	0.0000
MN035887.1 Partitiviridae sp. isolate H1_Bulk_Litter_4_scaffold_5035 sequence	1656	0	0.0000	0	0.0000	0	0.0000
MN035886.1 Leviviridae sp. isolate H2_Bulk_34_15570 sequence	1080	0	0.0000	0	0.0000	0	0.0000
MN035885.1 Leviviridae sp. isolate H2_Bulk_Litter_11_2773 hypothetical protein (H2BulkLitter112773_000001) gene, partial cds; hypothetical protein (H2BulkLitter112773_000002) and hypothetical protein (H2BulkLitter112773_000003) genes, complete cds; and RNA-dependent RNA polymerase (H2BulkLitter112773_000004) gene, partial cds	2173	0	0.0000	0	0.0000	0	0.0000
MN035884.1 Aspiviridae sp. isolate H1_Bulk_28_FD_scaffold_1375 sequence	1691	0	0.0000	0	0.0000	0	0.0000
MN035883.1 Riboviria sp. isolate H2_Rhizo_32_scaffold_419 hypothetical protein (H2Rhizo32419_000001), RNA-dependent RNA polymerase (H2Rhizo32419_000002), and hypothetical protein (H2Rhizo32419_000003) genes, complete cds	4304	0	0.0000	0	0.0000	0	0.0000
MN035882.1 Leviviridae sp. isolate H2_Bulk_Litter_11_2915 sequence	2142	0	0.0000	0	0.0000	0	0.0000
MN035881.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_197 hypothetical protein (H1Bulk30197_000001), hypothetical protein (H1Bulk30197_000002), and RNA-dependent RNA polymerase (H1Bulk30197_000003) genes, complete cds	3811	0	0.0000	0	0.0000	0	0.0000
MN035880.1 Partitiviridae sp. isolate H4_Rhizo_43_scaffold_6768 sequence	1734	0	0.0000	0	0.0000	0	0.0000
MN035878.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_31322 sequence	1033	0	0.0000	0	0.0000	0	0.0000
MN035877.1 Leviviridae sp. isolate H1_Rhizo_26_FD_scaffold_577 RNA-dependent RNA polymerase (H1Rhizo26FD577_000001), hypothetical protein (H1Rhizo26FD577_000002), hypothetical protein (H1Rhizo26FD577_000003), and hypothetical protein (H1Rhizo26FD577_000004) genes, complete cds	3712	0	0.0000	0	0.0000	0	0.0000
MN035876.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_1365 RNA-dependent RNA polymerase (H2Rhizo311365_000001) and hypothetical protein (H2Rhizo311365_000002) genes, complete cds; and hypothetical protein (H2Rhizo311365_000003) gene, partial cds	2925	0	0.0000	0	0.0000	0	0.0000
MN035875.1 Picornavirales sp. isolate H4_Bulk_48_scaffold_17714 sequence	1250	0	0.0000	0	0.0000	0	0.0000
MN035874.1 Leviviridae sp. isolate H2_Rhizo_Litter_7_scaffold_333 RNA-dependent RNA polymerase (H2RhizoLitter7333_000001), hypothetical protein (H2RhizoLitter7333_000002), and hypothetical protein (H2RhizoLitter7333_000003) genes, complete cds; and hypothetical protein (H2RhizoLitter7333_000004) gene, partial cds	3786	0	0.0000	0	0.0000	0	0.0000
MN035873.1 Leviviridae sp. isolate H3_Bulk_Litter_17_scaffold_15773 sequence	1462	0	0.0000	0	0.0000	0	0.0000
MN035872.1 Mitovirus sp. isolate H2_Rhizo_Litter_8_scaffold_1519 hypothetical protein (H2RhizoLitter81519_000001) and RNA-dependent RNA polymerase (H2RhizoLitter81519_000002) genes, partial cds	2679	0	0.0000	0	0.0000	0	0.0000
MN035870.1 Mitovirus sp. isolate H2_Rhizo_Litter_7_scaffold_16007 sequence	1030	0	0.0000	0	0.0000	0	0.0000
MN035869.1 Riboviria sp. isolate H1_Rhizo_Litter_1_scaffold_13249 sequence	1247	0	0.0000	0	0.0000	0	0.0000
MN035868.1 Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_10228 sequence	1410	0	0.0000	0	0.0000	0	0.0000
MN035867.1 Riboviria sp. isolate H4_Bulk_47_scaffold_6395 sequence	1735	0	0.0000	0	0.0000	0	0.0000
MN035866.1 Mitovirus sp. isolate H4_Bulk_47_scaffold_6967 sequence	1692	0	0.0000	0	0.0000	0	0.0000
MN035865.1 Leviviridae sp. isolate H2_Rhizo_32_scaffold_2300 RNA-dependent RNA polymerase (H2Rhizo322300_000001), hypothetical protein (H2Rhizo322300_000002), hypothetical protein (H2Rhizo322300_000003), and hypothetical protein (H2Rhizo322300_000004) genes, complete cds	4106	0	0.0000	0	0.0000	0	0.0000
MN035864.1 Mitovirus sp. isolate H1_Rhizo_Litter_3_11470 sequence	1547	0	0.0000	0	0.0000	0	0.0000
MN035863.1 Mitovirus sp. isolate H4_Bulk_46_scaffold_30114 sequence	1160	0	0.0000	0	0.0000	0	0.0000
MN035862.1 Mitovirus sp. isolate H3_Bulk_42_scaffold_582 RNA-dependent RNA polymerase (H3Bulk42582_000001) and hypothetical protein (H3Bulk42582_000002) genes, complete cds; and hypothetical protein (H3Bulk42582_000003) gene, partial cds	3384	0	0.0000	0	0.0000	0	0.0000
MN035861.1 Mitovirus sp. isolate H2_Rhizo_33_scaffold_1162 sequence	3247	0	0.0000	0	0.0000	0	0.0000
MN035860.1 Mitovirus sp. isolate H1_Rhizo_27_scaffold_491 hypothetical protein (H1Rhizo27491_000001) gene, partial cds; and hypothetical protein (H1Rhizo27491_000002) and RNA-dependent RNA polymerase (H1Rhizo27491_000003) genes, complete cds	4225	0	0.0000	0	0.0000	0	0.0000
MN035859.1 Picornavirales sp. isolate H2_Rhizo_Litter_49_scaffold_1361 hypothetical protein (H2RhizoLitter491361_000001), hypothetical protein (H2RhizoLitter491361_000002), RNA-dependent RNA polymerase (H2RhizoLitter491361_000003), and hypothetical protein (H2RhizoLitter491361_000004) genes, complete cds	8899	0	0.0000	0	0.0000	0	0.0000
MN035858.1 Mitovirus sp. isolate H2_Rhizo_32_scaffold_26354 RNA-dependent RNA polymerase (H2Rhizo3226354_000001) and RNA-dependent RNA polymerase (H2Rhizo3226354_000002) genes, partial cds	1100	0	0.0000	0	0.0000	0	0.0000
MN035857.1 Leviviridae sp. isolate H2_Bulk_36_scaffold_96 hypothetical protein (H2Bulk3696_000001), hypothetical protein (H2Bulk3696_000002), and RNA-dependent RNA polymerase (H2Bulk3696_000003) genes, complete cds	4074	0	0.0000	0	0.0000	0	0.0000
MN035856.1 Totiviridae sp. isolate H4_Rhizo_45_scaffold_2816 sequence	2260	0	0.0000	0	0.0000	0	0.0000
MN035855.1 Partitiviridae sp. isolate H1_Bulk_28_FD_scaffold_2615 sequence	1638	0	0.0000	0	0.0000	0	0.0000
MN035854.1 Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_9066 sequence	1379	0	0.0000	0	0.0000	0	0.0000
MN035853.1 Picornavirales sp. isolate H1_Bulk_29_scaffold_12151 sequence	1317	0	0.0000	0	0.0000	0	0.0000
MN035852.1 Partitiviridae sp. isolate H2_Bulk_36_scaffold_1598 sequence	1955	0	0.0000	0	0.0000	0	0.0000
MN035850.1 Narnavirus sp. isolate H4_Bulk_Litter_23_scaffold_20641 sequence	1116	0	0.0000	0	0.0000	0	0.0000
MN035849.1 Riboviria sp. isolate H1_Bulk_29_scaffold_4456 RNA-dependent RNA polymerase (H1Bulk294456_000001) gene, complete cds; and hypothetical protein (H1Bulk294456_000002) gene, partial cds	2761	0	0.0000	0	0.0000	0	0.0000
MN035848.1 Leviviridae sp. isolate H4_Rhizo_45_scaffold_528 hypothetical protein (H4Rhizo45528_000001), hypothetical protein (H4Rhizo45528_000002), and RNA-dependent RNA polymerase (H4Rhizo45528_000003) genes, complete cds	3594	0	0.0000	0	0.0000	0	0.0000
